Record_ID	Name	tax_class	family	genus	timestamp
555	EBLL-Carbovirus.39-OryAfe	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
556	EBLL-Carbovirus.41-PhaCin	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
557	EBLL-Carbovirus.44-SarHar	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
558	EBLL-Carbovirus.45-SarHar	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
559	EBLL-Carbovirus.6-Marsupialia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
560	EBLN-Carbovirus.0-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
561	EBLN-Carbovirus.09-DesRot	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
562	EBLN-Carbovirus.1-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
563	EBLN-Carbovirus.13-DesRot	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
564	EBLN-Carbovirus.2-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
565	EBLN-Carbovirus.22-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
566	EBLN-Carbovirus.23-Passeriformes	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
567	EBLN-Carbovirus.31-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
568	EBLN-Carbovirus.33-MinNat	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
569	EBLN-Carbovirus.37-DesRot	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
570	EBLN-Carbovirus.39-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
571	EBLN-Carbovirus.4-Laurasiatheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
572	EBLN-Carbovirus.40-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
573	EBLN-Carbovirus.41-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
574	EBLN-Carbovirus.45-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
575	EBLN-Carbovirus.46-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
576	EBLN-Carbovirus.48-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
577	EBLN-Carbovirus.49-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
578	EBLN-Carbovirus.5-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
579	EBLN-Carbovirus.50-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
580	EBLN-Carbovirus.51-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
581	EBLN-Carbovirus.53-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
582	EBLN-Carbovirus.54-LoxAfr	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
583	EBLN-Carbovirus.55-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
584	EBLN-Carbovirus.57-MacFas	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
585	EBLN-Carbovirus.58-OryAfe	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
586	EBLN-Carbovirus.59-Microchiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
587	EBLN-Carbovirus.6-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
588	EBLN-Carbovirus.61-EleEdw	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
589	EBLN-Carbovirus.62-EleEdw	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
590	EBLN-Carbovirus.63-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
591	EBLN-Carbovirus.65-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
592	EBLN-Carbovirus.66-Afrotheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
593	EBLN-Carbovirus.68-EleEdw	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
594	EBLN-Carbovirus.69-EchTel	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
595	EBLN-Carbovirus.7-Primates	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
596	EBLN-Carbovirus.73-Marsupialia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
597	EBLN-Carbovirus.77-Marsupialia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
598	EBLN-Carbovirus.8-Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
599	EBLN-Carbovirus.80-OtoGar	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
600	EBLN-Carbovirus.83-OtoGar	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
601	EBLN-Carbovirus.9-Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
602	EBLN-Carbovirus.91-CasCan	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
603	EBLN-Carbovirus.93-DipOrd	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
604	EBLN-Carbovirus.99-CasCan	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
605	EBLL-Carbovirus.38-Sirenia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
606	EBLL-Carbovirus.4-Heteromyidae	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
607	EBLL-Carbovirus.42-Dasyuromorphia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
608	EBLL-Carbovirus.46-Dasyuromorphia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
609	EBLL-Carbovirus.47-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
610	EBLL-Carbovirus.48-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
611	EBLL-Carbovirus.49-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
612	EBLL-Carbovirus.5-DipOrd	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
613	EBLL-Carbovirus.50-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
614	EBLL-Carbovirus.51-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
615	ebln-Carbo.108-Acomys	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
616	ebln-Carbo.109-Rodents	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
617	EBLN-Carbovirus.0-Tadarida_brasiliensis	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
618	EBLN-Carbovirus.100-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
619	EBLN-Carbovirus.101-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
620	EBLN-Carbovirus.102-Ctenomys_sociabilis	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
621	EBLN-Carbovirus.103-Mormoops_blainvillei	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
622	EBLN-Carbovirus.104-Pedetes_capensis	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
623	EBLN-Carbovirus.105-Molossus_molossus	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
624	EBLN-Carbovirus.106-Strepsirrhine	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
625	EBLN-Carbovirus.107-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
626	EBLN-Carbovirus.13-Myrmecophaga_tridactyla	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
627	EBLN-Carbovirus.13-Tamandua_tetradactyla	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
628	EBLN-Carbovirus.34-Phylloscopus_plumbeitarsus	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
629	EBLN-Carbovirus.35-Lasiurus_borealis	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
630	EBLN-Carbovirus.36-Hirundo_rustica	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
631	EBLN-Carbovirus.37-Ctenomys_sociabilis	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
632	EBLN-Carbovirus.38-Cryptotis_parvus	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
633	EBLN-Carbovirus.64-Pipistrellus_kuhlii	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
634	EBLN-Carbovirus.74-Phyllostomus_discolor	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
635	EBLN-Carbovirus.75-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
636	EBLN-Carbovirus.76-Marsupialia	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
637	EBLN-Carbovirus.84-Micronycteris_hirsuta	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
638	EBLN-Carbovirus.85-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
639	EBLN-Carbovirus.86-Tachycineta_bicolor	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
640	EBLN-Carbovirus.92-Desmodus_rotundus	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
641	EBLG-Cultervirus.0-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
642	EBLG-Cultervirus.1-CarSyr	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
643	EBLG-Cultervirus.2-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
644	EBLG-Cultervirus.22-EriEur	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
645	EBLG-Cultervirus.23-SorAra	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
646	EBLG-Cultervirus.24-SorAra	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
647	EBLG-Cultervirus.28-SarHar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
648	EBLG-Cultervirus.3-Haplorhini	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
649	EBLG-Cultervirus.30-Leptobrachium_leishanense	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
650	EBLG-Cultervirus.31-Leptobrachium_leishanense	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
651	EBLG-Cultervirus.32-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
652	EBLG-Cultervirus.33-Leptobrachium_leishanense	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
653	EBLG-Cultervirus.34-Leptobrachium_leishanense	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
654	EBLG-Cultervirus.35-Pipa_carvalhoi	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
655	EBLG-Cultervirus.36-Pipa_carvalhoi	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
656	EBLG-Cultervirus.37-Bufo_bufo	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
657	EBLG-Cultervirus.39-Pipa_carvalhoi	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
658	EBLG-Cultervirus.4-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
659	EBLG-Cultervirus.40-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
660	EBLG-Cultervirus.41-Bufo_bufo	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
661	EBLG-Cultervirus.42-Bufo_GPargarizans	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
662	EBLG-Cultervirus.43-Leptobrachium_ailaonicum	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
663	EBLG-Cultervirus.5-CasCan	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
664	EBLG-Cultervirus.6-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
665	EBLG-Cultervirus.8-TakRub	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
666	EBLG-Cultervirus.9-CavPor	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
667	ebll-culter.120-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
668	ebll-culter.121-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
669	ebll-culter.122-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
670	ebll-culter.123-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
671	ebll-culter.124-Pipa_carvalhoi	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
672	ebll-culter.125-Lampris_guttatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
673	ebll-culter.126-Regalecus_glesne	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
674	ebll-culter.127-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
675	ebll-culter.128-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
676	ebll-culter.129-Erethizon_dorsatum	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
677	ebll-culter.130-Hystrix_cristata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
678	EBLL-Cultervirus.0-Muridae	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
679	EBLL-Cultervirus.1-OryLat	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
680	EBLL-Cultervirus.10-Chiroptera	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
681	EBLL-Cultervirus.2-HetGla	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
682	EBLL-Cultervirus.20-OryLat	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
683	EBLL-Cultervirus.21-TakRub	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
684	EBLL-Cultervirus.24-ChiLan	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
685	EBLL-Cultervirus.25-ChiLan	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
686	EBLL-Cultervirus.27-FukDam	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
687	EBLL-Cultervirus.29-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
688	EBLL-Cultervirus.30-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
689	EBLL-Cultervirus.31-MyoDav	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
690	EBLL-Cultervirus.34-MyoDav	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
691	EBLL-Cultervirus.4-Marsupialia	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
692	EBLL-Cultervirus.5-Rodents	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
693	EBLL-Cultervirus.50-Leptobrachium_ailaonicum	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
694	EBLL-Cultervirus.51-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
695	EBLL-Cultervirus.52-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
696	EBLL-Cultervirus.53-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
697	EBLL-Cultervirus.54-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
698	EBLL-Cultervirus.55-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
699	EBLL-Cultervirus.56-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
700	EBLL-Cultervirus.57-Ranitomeya_imitator	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
701	EBLL-Cultervirus.58-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
702	EBLL-Cultervirus.59-Phrynoglossus_myanhessei	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
703	EBLL-Cultervirus.60-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
704	EBLL-Cultervirus.61-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
705	EBLL-Cultervirus.62-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
706	EBLL-Cultervirus.63-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
707	EBLL-Cultervirus.64-Leptobrachium_ailaonicum	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
708	EBLL-Cultervirus.65-Eleutherodactylus_coqui	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
709	EBLL-Cultervirus.66-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
710	EBLL-Cultervirus.67-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
711	EBLL-Cultervirus.68-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
712	EBLL-Cultervirus.7-Myotis	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
713	EBLL-Cultervirus.8-Chiroptera	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
714	EBLM-Cultervirus.2-Myotis	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
715	EBLM-Cultervirus.3-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
716	EBLM-Cultervirus.4-Myotis	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
717	EBLM-Cultervirus.8-Bombina_variegata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
718	EBLN-Cultervirus.10-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
719	EBLN-Cultervirus.11-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
720	EBLN-Cultervirus.12-MyoDav	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
721	EBLN-Cultervirus.17-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
722	EBLN-Cultervirus.19-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
723	EBLN-Cultervirus.20-Primates	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
724	EBLN-Cultervirus.21-Primates	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
725	EBLN-Cultervirus.26-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
726	EBLN-Cultervirus.28-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
727	EBLN-Cultervirus.31-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
728	EBLN-Cultervirus.32-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
729	EBLN-Cultervirus.34-Boreoeutheria	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
730	EBLN-Cultervirus.35-Boreoeutheria	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
731	EBLN-Cultervirus.36-Chiroptera	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
732	EBLN-Cultervirus.37-MyoDav	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
733	EBLN-Cultervirus.38-Chiroptera	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
734	EBLN-Cultervirus.39-SorAra	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
735	EBLN-Cultervirus.41-SorAra	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
736	EBLN-Cultervirus.44-Myotis	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
737	EBLN-Cultervirus.45-SorAra	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
738	EBLN-Cultervirus.6-Primates	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
739	EBLN-Cultervirus.60-EptFus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
740	EBLN-Cultervirus.64-EchTel	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
741	EBLN-Cultervirus.67-EchTel	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
742	EBLN-Cultervirus.68-MonDom	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
743	EBLN-Cultervirus.7-Primates	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
744	EBLN-Cultervirus.74-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
745	EBLN-Cultervirus.75-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
746	EBLN-Cultervirus.81-OtoGar	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
747	EBLN-Cultervirus.82-TupChi	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
748	EBLN-Cultervirus.85-MerUng	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
749	EBLN-Cultervirus.90-DipOrd	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
750	EBLN-Cultervirus.94-DipOrd	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
751	EBLN-Cultervirus.96-MerUng	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
752	EBLN-Cultervirus.97-NanGal	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
753	EBLG-Cultervirus.10-RodentsSA	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
754	EBLG-Cultervirus.11-Heterocephalus_glaber	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
755	EBLG-Cultervirus.13-CasCan	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
756	EBLG-Cultervirus.20-Vespertilionidae	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
757	EBLG-Cultervirus.25-Diprotodontia	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
758	EBLG-Cultervirus.26-Diprotodontia	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
759	EBLG-Cultervirus.27-Diprotodontia	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
760	EBLG-Cultervirus.44-Lampris_guttatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
761	EBLG-Cultervirus.45-Brosme_brosme	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
762	EBLG-Cultervirus.46-Regalecus_glesne	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
763	EBLG-Cultervirus.47-Antrozous_pallidus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
764	EBLG-Cultervirus.48-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
765	EBLG-Cultervirus.49-Bettongia_penicillata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
766	EBLG-Cultervirus.50-Petaurus_breviceps	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
767	EBLG-Cultervirus.51-Pipistrellus_kuhlii	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
768	EBLG-Cultervirus.52-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
769	EBLG-Cultervirus.53-Macropus_eugenii	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
770	EBLG-Cultervirus.54-Lota_lota	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
771	EBLG-Cultervirus.55-Bettongia_penicillata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
772	EBLG-Cultervirus.56-Macropus_eugenii	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
773	EBLG-Cultervirus.57-Zapus_hudsonius	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
774	ebll-culter.131-Hystricidae	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
775	ebll-culter.132-Antennarius_striatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
776	EBLL-Culter.133-Dasyprocta_punctata	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
777	EBLL-Culter.134-Cryptotis_parvus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
778	EBLL-Culter.134-Hystrix_brachyura	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
779	EBLL-Culter.135-Dasyprocta	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
780	EBLL-Cultervirus.3-Vespertilionidae	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
781	EBLL-Cultervirus.36-Vespertilionidae	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
782	EBLL-Cultervirus.37-Chiroptera	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
783	EBLL-Cultervirus.70-Cryptotis_parvus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
784	EBLL-Cultervirus.71-Hystrix_brachyura	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
785	EBLL-Cultervirus.72-Praomys_delectorum	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
786	EBLL-Cultervirus.73-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
787	EBLL-Cultervirus.74-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
788	EBLL-Cultervirus.75-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Cultervirus	2023-09-19 12:14:19
