species_group	species	assembly_version
Chondrichthyes	Callorhinchus_milii	goldenpath_calMil1_2013-12	
Chondrichthyes	Rhincodon_typus	Rhincodon_v1	
Chondrichthyes	Chiloscyllium_plagiosum	ASM401019v1	
Chondrichthyes	Chiloscyllium_punctatum	Cpunctatum_v1.0	
Chondrichthyes	Scyliorhinus_torazame	Storazame_v1.0	
Chondrichthyes	Leucoraja_erinacea	LER_WGS_1	
