Record_ID	species	tax_class	superorder	tax_order	family	genus	timestamp
761	Manis_tricuspis	Mammalia	Laurasiatheria	Pholidota	Manidae	Phataginus	2023-09-19 12:46:00
762	Phataginus_tricuspis	Mammalia	Laurasiatheria	Pholidota	Manidae	Phataginus	2023-09-19 12:46:00
763	Antechinus_stuartii	Mammalia	Marsupialia	Dasyuromorphia	Dasyuridae	Antechinus	2023-09-19 12:46:00
764	Dasyurus_viverrinus	Mammalia	Marsupialia	Dasyuromorphia	Dasyuridae	Dasyurus	2023-09-19 12:46:00
765	Sarcophilus_harrisii	Mammalia	Marsupialia	Dasyuromorphia	Dasyuridae	Sarcophilus	2023-09-19 12:46:00
766	Thylacine_cynocephalus	Mammalia	Marsupialia	Dasyuromorphia	Thylacinidae	Thylacine	2023-09-19 12:46:00
767	Gracilinanus_agilis	Mammalia	Marsupialia	Didelphimorphia	Didelphidae	Gracilinanus	2023-09-19 12:46:00
768	Monodelphis_domestica	Mammalia	Marsupialia	Didelphimorphia	Didelphidae	Monodelphis	2023-09-19 12:46:00
769	Macropus_eugenii	Mammalia	Marsupialia	Diprotodontia	Macropodidae	Notamacropus	2023-09-19 12:46:00
770	Gymnobelideus_leadbeateri	Mammalia	Marsupialia	Diprotodontia	Petauridae	Gymnobelideus	2023-09-19 12:46:00
771	Petaurus_breviceps	Mammalia	Marsupialia	Diprotodontia	Petauridae	Petaurus	2023-09-19 12:46:00
772	Phascolarctos_cinereus	Mammalia	Marsupialia	Diprotodontia	Phascolarctidae	Phascolarctos	2023-09-19 12:46:00
773	Bettongia_penicillata_ogilbyi	Mammalia	Marsupialia	Diprotodontia	Potoroidae	Bettongia	2023-09-19 12:46:00
774	Vombatus_ursinus	Mammalia	Marsupialia	Diprotodontia	Vombatidae	Vombatus	2023-09-19 12:46:00
775	Dromiciops_gliroides	Mammalia	Marsupialia	Microbiotheria	Microbiotheriidae	Dromiciops	2023-09-19 12:46:00
776	Ornithorhynchus_anatinus	Mammalia	Monotremata	Monotremata	Ornithorhynchidae	Ornithorhynchus	2023-09-19 12:46:00
777	Tachyglossus_aculeatus	Mammalia	Monotremata	Monotremata	Tachyglossidae	Tachyglossus	2023-09-19 12:46:00
778	Mammalia	Mammalia	Unclassified	Unclassified	Unclassified	Unclassified	2023-09-19 12:46:00
779	Cabassous_unicinctus	Mammalia	Xenarthra	Cingulata	Chlamyphoridae	Cabassous	2023-09-19 12:46:00
780	Chaetophractus_vellerosus	Mammalia	Xenarthra	Cingulata	Chlamyphoridae	Chaetophractus	2023-09-19 12:46:00
781	Tolypeutes_matacus	Mammalia	Xenarthra	Cingulata	Chlamyphoridae	Tolypeutes	2023-09-19 12:46:00
782	Dasypus_novemcinctus	Mammalia	Xenarthra	Cingulata	Dasypodidae	Dasypus	2023-09-19 12:46:00
783	Bradypus_variegatus	Mammalia	Xenarthra	Pilosa	Bradypodidae	Bradypus	2023-09-19 12:46:00
784	Choloepus_hoffmanni	Mammalia	Xenarthra	Pilosa	Megalonychidae	Choloepus	2023-09-19 12:46:00
785	Choloepus_didactylus	Mammalia	Xenarthra	Pilosa	Megalonychidae	Choloepus	2023-09-19 12:46:00
786	Myrmecophaga_tridactyla	Mammalia	Xenarthra	Pilosa	Myrmecophagidae	Myrmecophaga	2023-09-19 12:46:00
787	Tamandua_tetradactyla	Mammalia	Xenarthra	Pilosa	Myrmecophagidae	Tamandua	2023-09-19 12:46:00
788	Alligator_mississippiensis	Reptile	Crocodylia	Crocodylia	Alligatoridae	Alligator	2023-09-19 12:46:00
789	Alligator_sinensis	Reptile	Crocodylia	Crocodylia	Alligatoridae	Alligator	2023-09-19 12:46:00
790	Crocodylus_porosus	Reptile	Crocodylia	Crocodylia	Crocodylidae	Crocodylus	2023-09-19 12:46:00
791	Gavialis_gangeticus	Reptile	Crocodylia	Crocodylia	Gavialidae	Gavialis	2023-09-19 12:46:00
792	Pogona_vitticeps	Reptile	Lepidosauria	Squamata	Agamidae	Pogona	2023-09-19 12:46:00
793	Elgaria_multicarinata_webbii	Reptile	Lepidosauria	Squamata	Anguidae	Elgaria	2023-09-19 12:46:00
794	Charina_bottae	Reptile	Lepidosauria	Squamata	Boidae	Charina	2023-09-19 12:46:00
795	Arizona_elegans	Reptile	Lepidosauria	Squamata	Colubridae	Arizona	2023-09-19 12:46:00
796	Pantherophis_guttatus	Reptile	Lepidosauria	Squamata	Colubridae	Pantherophis	2023-09-19 12:46:00
797	Pantherophis_obsoletus	Reptile	Lepidosauria	Squamata	Colubridae	Pantherophis	2023-09-19 12:46:00
798	Pituophis_catenifer_pumilus	Reptile	Lepidosauria	Squamata	Colubridae	Pituophis	2023-09-19 12:46:00
799	Ptyas_mucosa	Reptile	Lepidosauria	Squamata	Colubridae	Ptyas	2023-09-19 12:46:00
800	Thamnophis_sirtalis	Reptile	Lepidosauria	Squamata	Colubridae	Thamnophis	2023-09-19 12:46:00
801	Thamnophis_elegans	Reptile	Lepidosauria	Squamata	Colubridae	Thamnophis	2023-09-19 12:46:00
802	Anolis_carolinensis	Reptile	Lepidosauria	Squamata	Dactyloidae	Anolis	2023-09-19 12:46:00
803	Diadophis_punctatus_similis	Reptile	Lepidosauria	Squamata	Dipsadidae	Diadophis	2023-09-19 12:46:00
804	Thermophis_baileyi	Reptile	Lepidosauria	Squamata	Dipsadidae	Thermophis	2023-09-19 12:46:00
805	Bungarus_multicinctus	Reptile	Lepidosauria	Squamata	Elapidae	Bungarus	2023-09-19 12:46:00
806	Laticauda_laticaudata	Reptile	Lepidosauria	Squamata	Elapidae	Laticauda	2023-09-19 12:46:00
807	Laticauda_colubrina	Reptile	Lepidosauria	Squamata	Elapidae	Laticauda	2023-09-19 12:46:00
808	Naja_naja	Reptile	Lepidosauria	Squamata	Elapidae	Naja	2023-09-19 12:46:00
809	Notechis_scutatus	Reptile	Lepidosauria	Squamata	Elapidae	Notechis	2023-09-19 12:46:00
810	Ophiophagus_hannah	Reptile	Lepidosauria	Squamata	Elapidae	Ophiophagus	2023-09-19 12:46:00
811	Pseudonaja_textilis	Reptile	Lepidosauria	Squamata	Elapidae	Pseudonaja	2023-09-19 12:46:00
812	Gekko_japonicus	Reptile	Lepidosauria	Squamata	Gekkonidae	Gekko	2023-09-19 12:46:00
813	Paroedura_picta	Reptile	Lepidosauria	Squamata	Gekkonidae	Paroedura	2023-09-19 12:46:00
814	Calyptommatus_sinebrachiatus	Reptile	Lepidosauria	Squamata	Gymnophthalmidae	Calyptommatus	2023-09-19 12:46:00
815	Tretioscincus_oriximinensis	Reptile	Lepidosauria	Squamata	Gymnophthalmidae	Tretioscincus	2023-09-19 12:46:00
816	Emydocephalus_ijimae	Reptile	Lepidosauria	Squamata	Hydrophiidae	Emydocephalus	2023-09-19 12:46:00
817	Hydrophis_melanocephalus	Reptile	Lepidosauria	Squamata	Hydrophiidae	Hydrophis	2023-09-19 12:46:00
818	Hydrophis_cyanocinctus	Reptile	Lepidosauria	Squamata	Hydrophiidae	Hydrophis	2023-09-19 12:46:00
819	Hydrophis_curtus	Reptile	Lepidosauria	Squamata	Hydrophiidae	Hydrophis	2023-09-19 12:46:01
820	Lacerta_viridis	Reptile	Lepidosauria	Squamata	Lacertidae	Lacerta	2023-09-19 12:46:01
821	Lacerta_bilineata	Reptile	Lepidosauria	Squamata	Lacertidae	Lacerta	2023-09-19 12:46:01
822	Lacerta_agilis	Reptile	Lepidosauria	Squamata	Lacertidae	Lacerta	2023-09-19 12:46:01
823	Podarcis_muralis	Reptile	Lepidosauria	Squamata	Lacertidae	Podarcis	2023-09-19 12:46:01
824	Zootoca_vivipara	Reptile	Lepidosauria	Squamata	Lacertidae	Zootoca	2023-09-19 12:46:01
825	Phrynosoma_platyrhinos	Reptile	Lepidosauria	Squamata	Phrynosomatidae	Phrynosoma	2023-09-19 12:46:01
826	Phrynosoma_blainvillii	Reptile	Lepidosauria	Squamata	Phrynosomatidae	Phrynosoma	2023-09-19 12:46:01
827	Sceloporus_undulatus	Reptile	Lepidosauria	Squamata	Phrynosomatidae	Sceloporus	2023-09-19 12:46:01
828	Sceloporus_tristichus	Reptile	Lepidosauria	Squamata	Phrynosomatidae	Sceloporus	2023-09-19 12:46:01
829	Sceloporus_occidentalis	Reptile	Lepidosauria	Squamata	Phrynosomatidae	Sceloporus	2023-09-19 12:46:01
830	Python_bivittatus	Reptile	Lepidosauria	Squamata	Pythonidae	Python	2023-09-19 12:46:01
831	Shinisaurus_crocodilurus	Reptile	Lepidosauria	Squamata	Shinisauridae	Shinisaurus	2023-09-19 12:46:01
832	Sphaerodactylus_townsendi	Reptile	Lepidosauria	Squamata	Sphaerodactylidae	Sphaerodactylus	2023-09-19 12:46:01
833	Cnemidophorus_marmoratus	Reptile	Lepidosauria	Squamata	Teiidae	Aspidoscelis	2023-09-19 12:46:01
834	Aspidoscelis_tigris_stejnegeri	Reptile	Lepidosauria	Squamata	Teiidae	Aspidoscelis	2023-09-19 12:46:01
835	Salvator_merianae	Reptile	Lepidosauria	Squamata	Teiidae	Salvator	2023-09-19 12:46:01
836	Anilios_bituberculatus	Reptile	Lepidosauria	Squamata	Typhlopidae	Anilios	2023-09-19 12:46:01
837	Varanus_komodoensis	Reptile	Lepidosauria	Squamata	Varanidae	Varanus	2023-09-19 12:46:01
838	Varanus_salvator_macromaculatus	Reptile	Lepidosauria	Squamata	Varanidae	Varanus	2023-09-19 12:46:01
839	Azemiops_feae	Reptile	Lepidosauria	Squamata	Viperidae	Azemiops	2023-09-19 12:46:01
840	Vipera_berus_berus	Reptile	Lepidosauria	Squamata	Viperidae	Vipera	2023-09-19 12:46:01
841	Bothrops_jararaca	Reptile	Lepidosauria	Squamata	Viperidae	Bothrops	2023-09-19 12:46:01
842	Crotalus_mitchellii_pyrrhus	Reptile	Lepidosauria	Squamata	Viperidae	Crotalus	2023-09-19 12:46:01
843	Crotalus_horridus	Reptile	Lepidosauria	Squamata	Viperidae	Crotalus	2023-09-19 12:46:01
844	Crotalus_viridis	Reptile	Lepidosauria	Squamata	Viperidae	Crotalus	2023-09-19 12:46:01
845	Crotalus_tigris	Reptile	Lepidosauria	Squamata	Viperidae	Crotalus	2023-09-19 12:46:01
846	Crotalus_adamanteus	Reptile	Lepidosauria	Squamata	Viperidae	Crotalus	2023-09-19 12:46:01
847	Protobothrops_mucrosquamatus	Reptile	Lepidosauria	Squamata	Viperidae	Protobothrops	2023-09-19 12:46:01
848	Protobothrops_flavoviridis	Reptile	Lepidosauria	Squamata	Viperidae	Protobothrops	2023-09-19 12:46:01
849	Vipera_berus	Reptile	Lepidosauria	Squamata	Viperidae	Vipera	2023-09-19 12:46:01
850	Sphenodon_punctatus	Reptile	Sphenodontia	Sphenodontia	Sphenodontidae	Sphenodon	2023-09-19 12:46:01
851	Carettochelys_insculpta	Reptile	Testudines	Testudines	Carettochelyidae	Carettochelys	2023-09-19 12:46:01
852	Emydura_subglobosa	Reptile	Testudines	Testudines	Chelidae	Emydura	2023-09-19 12:46:01
853	Mesoclemmys_tuberculata	Reptile	Testudines	Testudines	Chelidae	Mesoclemmys	2023-09-19 12:46:01
854	Caretta_caretta	Reptile	Testudines	Testudines	Cheloniidae	Caretta	2023-09-19 12:46:01
855	Chelonia_mydas	Reptile	Testudines	Testudines	Cheloniidae	Chelonia	2023-09-19 12:46:01
856	Chelydra_serpentina	Reptile	Testudines	Testudines	Chelydridae	Chelydra	2023-09-19 12:46:01
857	Dermatemys_mawii	Reptile	Testudines	Testudines	Dermatemydidae	Dermatemys	2023-09-19 12:46:01
858	Dermochelys_coriacea	Reptile	Testudines	Testudines	Dermochelyidae	Dermochelys	2023-09-19 12:46:01
859	Emys_pallida	Reptile	Testudines	Testudines	Emydidae	Actinemys	2023-09-19 12:46:01
860	Actinemys_marmorata	Reptile	Testudines	Testudines	Emydidae	Actinemys	2023-09-19 12:46:01
861	Chrysemys_picta	Reptile	Testudines	Testudines	Emydidae	Chrysemys	2023-09-19 12:46:01
862	Malaclemys_terrapin_terrapin	Reptile	Testudines	Testudines	Emydidae	Malaclemys	2023-09-19 12:46:01
863	Terrapene_mexicana_triunguis	Reptile	Testudines	Testudines	Emydidae	Terrapene	2023-09-19 12:46:01
864	Trachemys_scripta_elegans	Reptile	Testudines	Testudines	Emydidae	Trachemys	2023-09-19 12:46:01
865	Trachemys_scripta	Reptile	Testudines	Testudines	Emydidae	Trachemys	2023-09-19 12:46:01
866	Cuora_mccordi	Reptile	Testudines	Testudines	Geoemydidae	Cuora	2023-09-19 12:46:01
867	Cuora_amboinensis	Reptile	Testudines	Testudines	Geoemydidae	Cuora	2023-09-19 12:46:01
868	Mauremys_reevesii	Reptile	Testudines	Testudines	Geoemydidae	Mauremys	2023-09-19 12:46:01
869	Mauremys_mutica	Reptile	Testudines	Testudines	Geoemydidae	Mauremys	2023-09-19 12:46:01
870	Pelusios_castaneus	Reptile	Testudines	Testudines	Pelomedusidae	Pelusios	2023-09-19 12:46:01
871	Platysternon_megacephalum	Reptile	Testudines	Testudines	Platysternidae	Platysternon	2023-09-19 12:46:01
872	Podocnemis_expansa	Reptile	Testudines	Testudines	Podocnemididae	Podocnemis	2023-09-19 12:46:01
873	Chelonoidis_abingdonii	Reptile	Testudines	Testudines	Testudinidae	Chelonoidis	2023-09-19 12:46:01
874	Gopherus_evgoodei	Reptile	Testudines	Testudines	Testudinidae	Gopherus	2023-09-19 12:46:01
875	Gopherus_agassizii	Reptile	Testudines	Testudines	Testudinidae	Gopherus	2023-09-19 12:46:01
876	Apalone_spinifera	Reptile	Testudines	Testudines	Trionychidae	Apalone	2023-09-19 12:46:01
877	Pelodiscus_sinensis	Reptile	Testudines	Testudines	Trionychidae	Pelodiscus	2023-09-19 12:46:01
878	Rafetus_swinhoei	Reptile	Testudines	Testudines	Trionychidae	Rafetus	2023-09-19 12:46:01
